x,y,g,obs,alt,chosen,a1,a2,a3,x1,x2,x3,a1_x1,a1_x2,a1_x3,a2_x1,a2_x2,a2_x3,a3_x1,a3_x2,a3_x3,IN1_indic
1,3,1,12454,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,1,12454,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,1,12454,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,1,12455,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12455,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12455,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,1,12456,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,12456,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,12456,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,1,12457,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,12457,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,12457,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,12458,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12458,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12458,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,1,12459,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12459,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12459,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12460,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12460,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12460,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,1,12461,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12461,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12461,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,12462,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12462,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12462,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,1,12463,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,12463,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,1,12463,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,2,1,12464,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,1,12464,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,12464,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,2,1,12465,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12465,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12465,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,12466,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12466,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12466,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12467,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12467,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12467,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,12468,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12468,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12468,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,1,12469,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,12469,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,1,12469,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,3,1,12470,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12470,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12470,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12471,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12471,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12471,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,12472,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12472,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12472,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,1,12473,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,12473,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,12473,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,12474,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12474,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12474,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12475,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12475,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12475,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,3,1,12476,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,1,12476,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,1,12476,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,12477,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12477,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12477,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,12478,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12478,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12478,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,1,12479,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,12479,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,1,12479,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,2,1,12480,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12480,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12480,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,12481,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12481,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12481,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,1,12482,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12482,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12482,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,1,12483,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12483,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12483,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,12484,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12484,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12484,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,1,12485,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,12485,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,12485,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,12486,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12486,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12486,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,1,12487,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12487,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12487,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,1,12488,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12488,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12488,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,12489,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12489,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12489,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,1,12490,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,12490,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,1,12490,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,3,1,12491,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12491,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12491,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12492,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12492,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12492,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,1,12493,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12493,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12493,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,1,12494,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12494,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12494,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12495,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12495,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12495,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,1,12496,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,12496,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,12496,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,12497,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12497,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12497,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,1,12498,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12498,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12498,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,1,12499,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12499,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12499,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,1,12500,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12500,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12500,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12501,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12501,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12501,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,12502,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12502,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12502,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,1,12503,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12503,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12503,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12504,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12504,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12504,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,12505,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12505,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12505,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,1,12506,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12506,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12506,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,1,12507,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12507,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12507,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,1,12508,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12508,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12508,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12509,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12509,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12509,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,1,12510,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12510,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12510,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,2,1,12511,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,1,12511,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,12511,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,1,12512,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12512,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12512,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,1,12513,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12513,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12513,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,12514,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12514,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12514,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,1,12515,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,12515,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,12515,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,12516,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12516,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12516,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,12517,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12517,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12517,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,12518,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12518,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12518,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,12519,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12519,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12519,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,1,12520,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,1,12520,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,1,12520,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,12521,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12521,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12521,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12522,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12522,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12522,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,12523,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12523,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12523,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,12524,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12524,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12524,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,1,12525,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,12525,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,1,12525,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,3,1,12526,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,1,12526,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,1,12526,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,12527,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12527,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12527,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,1,12528,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12528,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12528,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,1,12529,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12529,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12529,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,1,12530,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,12530,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,12530,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,1,12531,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12531,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12531,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12532,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12532,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12532,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,12533,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12533,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12533,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,12534,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12534,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12534,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12535,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12535,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12535,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,12536,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12536,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12536,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,12537,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12537,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12537,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,12538,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12538,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12538,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,12539,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12539,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12539,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,12540,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12540,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12540,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,1,12541,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12541,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12541,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,1,12542,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12542,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12542,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,1,12543,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,12543,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,12543,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,12544,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,12544,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,12544,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,1,12545,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12545,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12545,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,1,12546,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12546,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12546,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,1,12547,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,12547,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,12547,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,1,12548,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,1,12548,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,1,12548,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,3,1,12549,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,1,12549,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,1,12549,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,1,12550,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,12550,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,12550,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,1,12551,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,12551,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,12551,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,3,1,12552,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,1,12552,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,1,12552,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,1,12553,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,1,12553,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,1,12553,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,1,12554,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,1,12554,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,1,12554,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1,12555,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,1,12555,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,1,12555,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,1,12556,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,1,12556,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,1,12556,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
